val_f1_score,step,val_accuracy,epoch,val_loss
0.7647058963775635,12,0.7647058963775635,0,0.6094658374786377
0.7647058963775635,25,0.7647058963775635,1,0.5041993856430054
0.7647058963775635,38,0.7647058963775635,2,0.5821405053138733
0.7647058963775635,51,0.7647058963775635,3,0.4138384163379669
0.7647058963775635,64,0.7647058963775635,4,0.44052591919898987
0.7647058963775635,77,0.7647058963775635,5,0.5645135045051575
0.7647058963775635,90,0.7647058963775635,6,0.5463111996650696
0.7647058963775635,91,0.7647058963775635,7,0.5463111996650696
