val_f1_score,val_accuracy,step,val_loss,epoch
0.686274528503418,0.686274528503418,12,0.8655357956886292,0
0.686274528503418,0.686274528503418,25,0.555413544178009,1
0.3137255012989044,0.3137255012989044,38,0.7326139807701111,2
0.3137255012989044,0.3137255012989044,43,0.7320892214775085,3
