epoch,step,val_f1_score,val_accuracy,val_loss
0,50,0.23529411852359772,0.23529411852359772,1.3857568502426147
1,101,0.23529411852359772,0.23529411852359772,1.3918431997299194
2,152,0.23529411852359772,0.23529411852359772,1.3956496715545654
3,203,0.23529411852359772,0.23529411852359772,1.3942307233810425
4,204,0.23529411852359772,0.23529411852359772,1.3942307233810425
