epoch,val_f1_score,val_loss,step,val_accuracy
0,0.21568627655506134,1.4024560451507568,12,0.21568627655506134
1,0.21568627655506134,1.402297854423523,25,0.21568627655506134
2,0.21568627655506134,1.4018969535827637,38,0.21568627655506134
3,0.21568627655506134,1.4012351036071777,51,0.21568627655506134
4,0.21568627655506134,1.4012351036071777,52,0.21568627655506134
