epoch,step,val_f1_score,val_accuracy,val_loss
0,12,0.3137255012989044,0.3137255012989044,1.3765101432800293
1,25,0.3137255012989044,0.3137255012989044,1.376302719116211
2,38,0.3137255012989044,0.3137255012989044,1.3761460781097412
3,51,0.3137255012989044,0.3137255012989044,1.3760377168655396
4,52,0.3137255012989044,0.3137255012989044,1.3760377168655396
